,price
535,425000.0
536,438000.0
537,445500.0
538,705000.0
539,397000.0
540,407000.0
541,660000.0
542,799000.0
543,506000.0
544,516000.0
545,630000.0
546,495000.0
547,645000.0
548,570000.0
549,494000.0
550,707900.0
551,585000.0
552,530000.0
553,435500.0
554,495000.0
555,630000.0
556,650000.0
557,312000.0
558,815000.0
559,250000.0
560,505000.0
561,925000.0
562,645000.0
563,419500.0
564,370000.0
565,619000.0
566,631000.0
567,800000.0
568,665000.0
569,488000.0
570,389000.0
571,443500.0
572,500000.0
573,775000.0
574,630000.0
575,443000.0
576,540000.0
577,350000.0
578,540000.0
579,435000.0
580,440000.0
581,545000.0
582,640000.0
583,600000.0
584,520000.0
585,910000.0
586,397000.0
587,405000.0
588,535000.0
589,485000.0
590,485000.0
591,640000.0
592,665000.0
593,921500.0
594,753000.0
595,535000.0
596,750000.0
597,445000.0
598,340500.0
599,435000.0
600,1100000.0
601,600000.0
602,665000.0
603,835000.0
604,365000.0
605,455000.0
606,525000.0
607,600000.0
608,660000.0
609,750500.0
610,340000.0
611,549000.0
612,640000.0
613,1325000.0
614,700000.0
615,402300.0
616,676101.0
617,580000.0
618,485000.0
619,790000.0
620,679000.0
621,615750.0
622,970000.0
623,799000.0
624,883000.0
625,775000.0
626,564000.0
627,510000.0
628,489000.0
629,499950.0
630,699000.0
631,564000.0
632,760000.0
633,897000.0
634,435000.0
635,605125.0
636,598000.0
637,580000.0
638,840000.0
639,379000.0
640,450000.0
641,300000.0
642,740000.0
643,1184000.0
644,511000.0
645,461000.0
646,535000.0
647,495000.0
648,613500.0
649,637000.0
650,515000.0
651,1535000.0
652,925000.0
653,353000.0
654,592500.0
655,650500.0
656,750000.0
657,415000.0
658,645000.0
659,932800.0
660,313950.0
661,518000.0
662,539000.0
663,452000.0
664,625000.0
665,750000.0
666,580000.0
667,450000.0
668,425000.0
669,499100.0
670,455000.0
671,490000.0
672,515000.0
673,735000.0
674,438924.0
675,525000.0
676,455000.0
677,497000.0
678,511500.0
679,953007.0
680,491950.0
681,525000.0
682,400000.0
683,580000.0
684,520000.0
685,438200.0
686,501000.0
687,485000.0
688,580000.0
689,642000.0
690,1205000.0
691,619400.0
692,1180000.0
693,420000.0
694,406000.0
695,721000.0
696,779000.0
697,458500.0
698,200000.0
699,550000.0
700,863000.0
701,700180.0
702,410000.0
703,400000.0
704,740000.0
705,500000.0
706,656500.0
707,418000.0
708,605000.0
709,427000.0
710,530000.0
711,825000.0
712,896000.0
713,635000.0
714,523000.0
715,760000.0
716,678940.0
717,495800.0
718,1234580.0
719,990000.0
720,416286.0
721,397000.0
722,392500.0
723,533000.0
724,690000.0
725,580000.0
726,1095000.0
727,850000.0
728,1210000.0
729,805000.0
730,394950.0
731,596000.0
732,552000.0
733,592500.0
734,793000.0
735,697000.0
736,489000.0
737,825050.0
738,805000.0
739,935000.0
740,579950.0
741,645000.0
742,600000.0
743,1240000.0
744,725000.0
745,799000.0
746,520000.0
747,735000.0
748,840000.0
749,460000.0
750,352000.0
751,739000.0
752,595000.0
753,535000.0
754,510000.0
755,438000.0
756,700000.0
757,460000.0
758,595000.0
759,475000.0
760,654000.0
761,767250.0
762,925000.0
763,704000.0
764,510000.0
765,925000.0
766,496000.0
767,475000.0
768,560000.0
769,450000.0
770,1050000.0
771,529100.0
772,492000.0
773,1003000.0
774,435000.0
775,430000.0
776,435000.0
777,655000.0
778,395000.0
779,305000.0
780,582500.0
781,410000.0
782,410000.0
783,414900.0
784,447500.0
785,439500.0
786,415000.0
787,600000.0
788,478000.0
789,790000.0
790,395000.0
791,747000.0
792,730000.0
793,599950.0
794,590000.0
795,818900.0
796,680000.0
797,350000.0
798,449000.0
799,925000.0
800,588000.0
801,350000.0
802,650000.0
803,319000.0
804,400000.0
805,1150000.0
806,440000.0
807,381500.0
808,595000.0
809,508300.0
810,365000.0
811,1187500.0
812,439000.0
813,605000.0
814,350500.0
815,595000.0
816,540000.0
817,462000.0
818,852000.0
819,560000.0
820,547000.0
821,450000.0
822,600000.0
823,850000.0
824,561500.0
825,576000.0
826,525000.0
827,481203.0
828,415000.0
829,544500.0
830,656000.0
831,520000.0
832,458950.0
833,370000.0
834,420000.0
835,507000.0
836,433500.0
837,1750000.0
838,345000.0
839,618250.0
840,1010000.0
841,725000.0
842,1050000.0
843,710000.0
844,653000.0
845,1400000.0
846,489000.0
847,1042500.0
848,493000.0
849,840000.0
850,1038000.0
851,619850.0
852,1160000.0
853,472800.0
854,1750000.0
855,499950.0
856,700000.0
857,1212500.0
858,850000.0
859,490000.0
860,515000.0
861,720000.0
862,365000.0
863,333000.0
864,550000.0
865,750000.0
866,625000.0
867,385000.0
868,840000.0
869,496600.0
870,805000.0
871,335000.0
872,732000.0
873,625000.0
874,866059.0
875,690000.0
876,1088890.0
877,491500.0
878,462370.0
879,585000.0
880,900000.0
881,659500.0
882,860000.0
883,510000.0
884,555000.0
885,893880.0
886,595000.0
887,775000.0
888,1384000.0
889,845000.0
890,768000.0
891,550000.0
892,820000.0
893,1100000.0
894,825000.0
895,768000.0
896,515000.0
897,1150000.0
898,655000.0
899,1168000.0
900,320000.0
901,799900.0
902,810000.0
903,1150000.0
904,500000.0
905,852500.0
906,1475000.0
907,525000.0
908,2395000.0
909,870000.0
910,1300000.0
911,1365000.0
912,649950.0
913,981000.0
914,680000.0
915,812500.0
916,655275.0
917,271950.0
918,1250000.0
919,502000.0
920,736000.0
921,247500.0
922,480000.0
923,610000.0
924,710000.0
925,1250000.0
926,1680000.0
927,1436000.0
928,730000.0
929,1100000.0
930,750000.0
931,479000.0
932,453000.0
933,645000.0
934,710000.0
935,1125000.0
936,542000.0
937,753000.0
938,578000.0
939,575000.0
940,950000.0
941,290000.0
942,1050000.0
943,365000.0
944,740000.0
945,850000.0
946,590000.0
947,423800.0
948,510000.0
949,871000.0
950,380000.0
951,686000.0
952,585000.0
953,915000.0
954,840000.0
955,671500.0
956,689000.0
957,730000.0
958,850000.0
959,932808.0
960,435000.0
961,1511250.0
962,675000.0
963,750000.0
964,2850000.0
965,855000.0
966,780000.0
967,1999950.0
968,1285000.0
969,1050000.0
970,500000.0
971,420000.0
972,681000.0
973,749999.0
974,648000.0
975,998000.0
976,760000.0
977,515000.0
978,1750000.0
979,908950.0
980,770000.0
981,870000.0
982,555000.0
983,1320000.0
984,913888.0
985,570000.0
986,610000.0
987,778000.0
988,860000.0
989,699900.0
990,501000.0
991,807100.0
992,760369.0
993,625000.0
994,751305.0
995,2340000.0
996,982000.0
997,547500.0
998,2480000.0
999,1200000.0
1000,725000.0
1001,1385000.0
1002,495000.0
1003,1200000.0
1004,615000.0
1005,541125.0
1006,749000.0
1007,850000.0
1008,1240000.0
1009,925000.0
1010,789900.0
1011,685000.0
1012,565000.0
1013,1851000.0
1014,3300000.0
1015,938000.0
1016,1240000.0
1017,707000.0
1018,875000.0
1019,481000.0
1020,425000.0
1021,635000.0
1022,1525000.0
1023,1195000.0
1024,718000.0
1025,428000.0
1026,795000.0
1027,417000.0
1028,1620000.0
1029,473000.0
1030,428750.0
1031,828000.0
1032,1835000.0
1033,460000.0
1034,760000.0
1035,2983000.0
1036,596000.0
1037,975000.0
1038,437000.0
1039,710000.0
1040,1100000.0
1041,1760000.0
1042,1468000.0
1043,920000.0
1044,905000.0
1045,623000.0
1046,668500.0
1047,779000.0
1048,1164000.0
1049,851000.0
1050,946000.0
1051,1355000.0
1052,925000.0
1053,909000.0
1054,960000.0
1055,538000.0
1056,1800000.0
1057,935000.0
1058,585000.0
1059,331500.0
1060,1027500.0
1061,822000.0
1062,1476000.0
1063,508450.0
1064,435000.0
1065,818500.0
1066,1250000.0
1067,527500.0
1068,433000.0
1069,695000.0
1070,765000.0
1071,620000.0
1072,1156000.0
1073,818000.0
1074,615000.0
1075,822000.0
1076,675000.0
1077,438000.0
1078,648000.0
1079,1080000.0
1080,711800.0
1081,860000.0
1082,1029900.0
1083,560000.0
1084,715000.0
1085,858000.0
1086,800000.0
1087,551100.0
1088,693000.0
1089,746000.0
1090,998000.0
1091,500000.0
1092,375000.0
1093,555000.0
1094,729000.0
1095,745000.0
1096,665000.0
1097,664000.0
1098,942500.0
1099,450000.0
1100,539950.0
1101,728935.0
1102,375000.0
1103,378500.0
1104,750000.0
1105,600000.0
1106,935000.0
1107,885000.0
1108,665000.0
1109,713500.0
1110,590000.0
1111,1680000.0
1112,925850.0
1113,788000.0
1114,760000.0
1115,1240420.0
1116,545000.0
1117,653000.0
1118,390000.0
1119,1599950.0
1120,590000.0
1121,1900000.0
1122,810000.0
1123,1310000.0
1124,652450.0
1125,550000.0
1126,1175000.0
1127,1411600.0
1128,602000.0
1129,962800.0
1130,577500.0
1131,450000.0
1132,815000.0
1133,648000.0
1134,1216000.0
1135,998160.0
1136,646000.0
1137,1067000.0
1138,850000.0
1139,1070000.0
1140,974350.0
1141,450000.0
1142,1195000.0
1143,740000.0
1144,965000.0
1145,805000.0
1146,1000000.0
1147,440000.0
1148,1200000.0
1149,1355000.0
1150,719000.0
1151,655000.0
1152,610000.0
1153,622000.0
1154,1881580.0
1155,1488000.0
1156,2375000.0
1157,1100000.0
1158,691100.0
1159,796500.0
1160,920000.0
1161,1698890.0
1162,550000.0
1163,550000.0
1164,898000.0
1165,430000.0
1166,466000.0
1167,782000.0
1168,703770.0
1169,820000.0
1170,822600.0
1171,629000.0
1172,895000.0
1173,1080000.0
1174,453000.0
1175,998000.0
1176,795000.0
1177,1012000.0
1178,978000.0
1179,765000.0
1180,470500.0
1181,1320000.0
1182,905000.0
1183,610000.0
1184,500000.0
1185,1126000.0
1186,483300.0
1187,823000.0
1188,1150000.0
1189,605000.0
1190,1150000.0
1191,852600.0
1192,603500.0
1193,525000.0
1194,365000.0
1195,391000.0
1196,430000.0
1197,455000.0
1198,1650000.0
1199,760000.0
1200,689000.0
1201,333000.0
1202,464500.0
1203,500000.0
1204,799000.0
1205,500000.0
1206,928950.0
1207,719000.0
1208,1030000.0
1209,800000.0
1210,550000.0
1211,550000.0
1212,650500.0
1213,625000.0
1214,902000.0
1215,975000.0
1216,1387000.0
1217,940000.0
1218,4208000.0
1219,744000.0
1220,950000.0
1221,437850.0
1222,756000.0
1223,812500.0
1224,375000.0
1225,828200.0
1226,515000.0
1227,565000.0
1228,650000.0
1229,526000.0
1230,1505000.0
1231,475000.0
1232,1250000.0
1233,925000.0
1234,859000.0
1235,1490000.0
1236,355000.0
1237,330000.0
1238,306000.0
1239,334009.0
1240,441500.0
1241,350000.0
1242,392000.0
1243,617950.0
1244,690000.0
1245,371000.0
1246,249000.0
1247,835000.0
1248,585000.0
1249,425000.0
1250,795000.0
1251,2150000.0
1252,630000.0
1253,750000.0
1254,330000.0
1255,502000.0
1256,300000.0
1257,405000.0
1258,799950.0
1259,379000.0
1260,300000.0
1261,505000.0
1262,370000.0
1263,491500.0
1264,540000.0
1265,445000.0
1266,525000.0
1267,415000.0
1268,340000.0
1269,495000.0
1270,335000.0
1271,355000.0
1272,432100.0
1273,2205000.0
1274,435000.0
1275,520000.0
1276,390000.0
1277,460000.0
1278,399000.0
1279,624900.0
1280,513000.0
1281,523000.0
1282,450000.0
1283,395000.0
1284,300000.0
1285,419000.0
1286,325000.0
1287,515000.0
1288,482500.0
1289,335000.0
1290,402000.0
1291,475000.0
1292,500000.0
1293,500000.0
1294,455000.0
1295,381000.0
1296,834950.0
1297,430000.0
1298,540000.0
1299,425000.0
1300,425000.0
1301,600000.0
1302,436000.0
1303,435000.0
1304,366000.0
1305,350000.0
1306,510000.0
1307,379950.0
1308,431200.0
1309,394000.0
1310,445000.0
1311,469500.0
1312,465000.0
1313,330000.0
1314,600000.0
1315,299000.0
1316,440000.0
1317,300000.0
1318,380500.0
1319,471000.0
1320,445000.0
1321,439000.0
1322,959000.0
1323,435000.0
1324,585000.0
1325,600000.0
1326,3000000.0
1327,559000.0
1328,469000.0
1329,435000.0
1330,1450000.0
1331,460000.0
1332,506500.0
1333,530000.0
1334,540000.0
1335,382500.0
1336,530000.0
1337,322000.0
1338,455000.0
1339,299950.0
1340,524000.0
1341,446950.0
1342,630000.0
1343,491500.0
1344,455000.0
1345,360000.0
1346,445000.0
1347,415000.0
1348,508000.0
1349,482000.0
1350,531000.0
1351,412500.0
1352,1030000.0
1353,349500.0
1354,1290000.0
1355,340000.0
1356,425500.0
1357,453000.0
1358,575000.0
1359,492500.0
1360,399950.0
1361,414999.0
1362,830000.0
1363,310000.0
1364,625000.0
1365,479000.0
1366,449500.0
1367,520000.0
1368,330000.0
1369,400000.0
1370,435000.0
1371,434000.0
1372,424950.0
1373,560000.0
1374,325000.0
1375,439950.0
1376,453000.0
1377,499950.0
1378,90000.0
1379,720000.0
1380,899950.0
1381,577500.0
1382,405000.0
1383,391500.0
1384,585000.0
1385,345000.0
1386,760000.0
1387,2125000.0
1388,462000.0
1389,383000.0
1390,303500.0
1391,475000.0
1392,416000.0
1393,420000.0
1394,498000.0
1395,455000.0
1396,389000.0
1397,442500.0
1398,589000.0
1399,385000.0
1400,354000.0
1401,750000.0
1402,310000.0
1403,465000.0
1404,475000.0
1405,275000.0
1406,834800.0
1407,850000.0
1408,420000.0
1409,653000.0
1410,386100.0
1411,608095.0
1412,677000.0
1413,440000.0
1414,437500.0
1415,520000.0
1416,313500.0
1417,360000.0
1418,402000.0
1419,339888.0
1420,400000.0
1421,281000.0
1422,453000.0
1423,825000.0
1424,615000.0
1425,1085500.0
1426,390000.0
1427,342500.0
1428,447450.0
1429,375000.0
1430,397000.0
1431,370000.0
1432,319000.0
1433,740000.0
1434,425000.0
1435,475000.0
1436,405000.0
1437,325000.0
1438,620000.0
1439,449500.0
1440,540000.0
1441,455000.0
1442,478000.0
1443,365000.0
1444,1360000.0
1445,655000.0
1446,505000.0
1447,423000.0
1448,650000.0
1449,465000.0
1450,503000.0
1451,387000.0
1452,530000.0
1453,455000.0
1454,400000.0
1455,399900.0
1456,307500.0
1457,350000.0
1458,560000.0
1459,465000.0
1460,386000.0
1461,748000.0
1462,375000.0
1463,400000.0
1464,809950.0
1465,427800.0
1466,451000.0
1467,380000.0
1468,410000.0
1469,425000.0
1470,435000.0
1471,455000.0
1472,473000.0
1473,405000.0
1474,397500.0
1475,853505.0
1476,660000.0
1477,465000.0
1478,450000.0
1479,803000.0
1480,450000.0
1481,485000.0
1482,1955000.0
1483,549950.0
1484,383001.0
1485,442500.0
1486,1185000.0
1487,474950.0
1488,446000.0
1489,374500.0
1490,639000.0
1491,545000.0
1492,420000.0
1493,395000.0
1494,635000.0
1495,623000.0
1496,380000.0
1497,325000.0
1498,612000.0
1499,487585.0
1500,620000.0
1501,422120.0
1502,560000.0
1503,475000.0
1504,397000.0
1505,575000.0
1506,395000.0
1507,537000.0
1508,360000.0
1509,347000.0
1510,345000.0
1511,497000.0
1512,386900.0
1513,708000.0
1514,340000.0
1515,901000.0
1516,424000.0
1517,525000.0
1518,429950.0
1519,343000.0
1520,415000.0
1521,490000.0
1522,334000.0
1523,1085000.0
1524,429300.0
1525,306000.0
1526,590000.0
1527,342500.0
1528,669950.0
1529,536650.0
1530,440000.0
1531,436000.0
1532,489950.0
1533,489200.0
1534,650000.0
1535,525000.0
1536,350000.0
1537,432000.0
1538,354000.0
1539,370000.0
1540,3070000.0
1541,436000.0
1542,600000.0
1543,360000.0
1544,1037000.0
1545,485000.0
1546,426000.0
1547,405000.0
1548,400000.0
1549,486000.0
1550,385000.0
1551,325000.0
1552,311000.0
1553,950000.0
1554,410000.0
1555,400000.0
1556,350000.0
1557,465000.0
1558,352000.0
1559,310000.0
1560,525000.0
1561,350000.0
1562,495000.0
1563,505000.0
1564,400000.0
1565,465000.0
1566,910000.0
1567,455000.0
1568,245000.0
1569,497000.0
1570,439000.0
1571,375000.0
1572,446000.0
1573,528000.0
1574,459000.0
1575,325000.0
1576,479000.0
1577,325000.0
1578,692500.0
1579,459900.0
1580,321000.0
1581,503000.0
1582,410000.0
1583,450000.0
1584,355000.0
1585,447000.0
1586,475000.0
1587,229950.0
1588,443000.0
1589,325000.0
1590,518000.0
1591,475000.0
1592,424000.0
1593,814842.0
1594,567000.0
1595,3120000.0
1596,480000.0
1597,385000.0
1598,487000.0
1599,315500.0
1600,485000.0
1601,575000.0
1602,434500.0
1603,412500.0
1604,1550000.0
1605,449950.0
1606,493000.0
1607,425000.0
1608,394900.0
1609,450000.0
1610,405000.0
1611,348580.0
1612,450000.0
1613,439000.0
1614,440000.0
1615,820000.0
1616,800000.0
1617,330000.0
1618,480000.0
1619,740000.0
1620,344950.0
1621,469950.0
1622,463000.0
1623,456500.0
1624,430000.0
1625,434000.0
1626,460000.0
1627,465000.0
1628,481500.0
1629,570000.0
1630,488000.0
1631,515100.0
1632,326250.0
1633,250000.0
1634,580000.0
1635,570000.0
1636,926500.0
1637,360000.0
1638,390000.0
1639,360000.0
1640,369950.0
1641,445950.0
1642,257000.0
1643,482000.0
1644,348500.0
1645,1950000.0
1646,675000.0
1647,355500.0
1648,1450000.0
1649,459000.0
1650,279900.0
1651,612000.0
1652,463000.0
1653,464900.0
1654,463000.0
1655,412450.0
1656,920000.0
1657,419950.0
1658,434400.0
1659,405000.0
1660,545000.0
1661,432500.0
1662,355000.0
1663,430000.0
1664,450000.0
1665,470000.0
1666,475000.0
1667,305000.0
1668,344950.0
1669,427000.0
1670,711000.0
1671,923990.0
1672,589950.0
1673,683000.0
1674,781000.0
1675,585000.0
1676,560000.0
1677,599950.0
1678,615000.0
1679,840000.0
1680,749400.0
1681,596500.0
1682,618000.0
1683,510000.0
1684,639900.0
1685,550000.0
1686,737000.0
1687,437000.0
1688,450000.0
1689,412500.0
1690,407000.0
1691,1320000.0
1692,680000.0
1693,550000.0
1694,458000.0
1695,775000.0
1696,760000.0
1697,460000.0
1698,500000.0
1699,456000.0
1700,700000.0
1701,565000.0
1702,333760.0
1703,542000.0
1704,397500.0
1705,401000.0
1706,455000.0
1707,810000.0
1708,505000.0
1709,664000.0
1710,540000.0
1711,615000.0
1712,395000.0
1713,650000.0
1714,615000.0
1715,610000.0
1716,655000.0
1717,1000000.0
1718,739900.0
1719,1225000.0
1720,710000.0
1721,415000.0
1722,592500.0
1723,700000.0
1724,600000.0
1725,385000.0
1726,500000.0
1727,600000.0
1728,675000.0
1729,601002.0
1730,697000.0
1731,637000.0
1732,379950.0
1733,637250.0
1734,425000.0
1735,740000.0
1736,599000.0
1737,800000.0
1738,426000.0
1739,455000.0
1740,490000.0
1741,460000.0
1742,720000.0
1743,475000.0
1744,549000.0
1745,382000.0
1746,530000.0
1747,850000.0
1748,988000.0
1749,515000.0
1750,738000.0
1751,499990.0
1752,729000.0
1753,817500.0
1754,900000.0
1755,693000.0
1756,430000.0
1757,425000.0
1758,539000.0
1759,625000.0
1760,678000.0
1761,750000.0
1762,367000.0
1763,510000.0
1764,580000.0
1765,661000.0
1766,447000.0
1767,449950.0
1768,700000.0
1769,835000.0
1770,599000.0
1771,799000.0
1772,757500.0
1773,675000.0
1774,437000.0
1775,760000.0
1776,698000.0
1777,750000.0
1778,602000.0
1779,675000.0
1780,735000.0
1781,440000.0
1782,270000.0
1783,390000.0
1784,731000.0
1785,570000.0
1786,515000.0
1787,540000.0
1788,480000.0
1789,779380.0
1790,667000.0
1791,650000.0
1792,680000.0
1793,849000.0
1794,880000.0
1795,775000.0
1796,335000.0
1797,438000.0
1798,593777.0
1799,988990.0
1800,1299890.0
1801,402000.0
1802,580000.0
1803,1100000.0
1804,630000.0
1805,510000.0
1806,540000.0
1807,837700.0
1808,910000.0
1809,755000.0
1810,422500.0
1811,790100.0
1812,932990.0
1813,507000.0
1814,650000.0
1815,639000.0
1816,550000.0
1817,495000.0
1818,745000.0
1819,685000.0
1820,725000.0
1821,560000.0
1822,510000.0
1823,440000.0
1824,733000.0
1825,739000.0
1826,550000.0
1827,716000.0
1828,670000.0
1829,719000.0
1830,650000.0
1831,779950.0
1832,475000.0
1833,300000.0
1834,695000.0
1835,572000.0
1836,545000.0
1837,462600.0
1838,442000.0
1839,838000.0
1840,500000.0
1841,640000.0
1842,530000.0
1843,436800.0
1844,580000.0
1845,455500.0
1846,740000.0
1847,445000.0
1848,597500.0
1849,424000.0
1850,750000.0
1851,369950.0
1852,780000.0
1853,275000.0
1854,830000.0
1855,493000.0
